bookID,specialist_rating,reader_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,age
1207,4.79,6.09,976694026,9780976694021,en-US,176,840,63,9/26/2005,Pragmatic Bookshelf,8-10
1208,4.87,5.86,713997273,9780713997279,eng,278,832,118,1/11/2005,Penguin,8-10
1209,5.58,4.85,859653234,9780859653237,eng,112,62,4,12/1/2001,Plexus Publishing Ltd,8-10
1210,3.43,5.47,753456109,9780753456101,eng,32,36,1,4/25/2003,Kingfisher,8-10
1211,6.11,4.89,689837143,9780689837142,en-US,224,1782,197,9/1/2003,Simon & Schuster Childrens Books,8-10
1212,4.61,4.73,1569246815,9781569246818,eng,384,608,78,8/18/1999,Da Capo Press,8-10
1213,5.18,6.97,60566108,9780060566104,eng,368,53749,509,11/2/2004,Harper Business,8-10
1214,5.11,4.9,446578843,9780446578844,eng,304,37258,1401,10/16/2006,Warner Books (NY),8-10
1215,5.6,2.51,743276124,9780743276122,eng,344,6490,463,8/1/2005,Simon & Schuster,8-10
1216,4.66,5.02,99468239,9780099468233,en-GB,320,518,61,5/6/2004,Arrow,8-10
1217,5.47,6.16,757305458,9780757305450,eng,311,82,17,6/1/2007,Hci,8-10
1218,4.42,5.09,830833293,9780830833290,eng,227,21,4,12/15/2005,IVP Books,8-10
1219,4.21,4.7,312291566,9780312291563,eng,256,216,25,5/8/2002,St. Martin's Griffin,8-10
1220,4.65,3.33,037572740X,9780375727405,eng,688,5642,265,6/11/2002,Vintage,8-10
1221,4.72,5.55,140276335,9780140276336,eng,542,4202,406,1/25/2001,Penguin Books,8-10
1222,6.89,5.24,1417626283,9781417626281,eng,448,81,11,6/1/2001,Turtleback Books,8-10
1223,4.76,4.31,140297782,9780140297782,en-GB,542,1265,142,11/30/2000,Penguin,8-10
1224,5.19,5.82,3518222635,9783518222638,ger,106,6,0,5/27/1997,Suhrkamp,8-10
1225,5.87,4.26,875168167,9780875168166,en-US,183,34,2,9/30/2005,DeVorss & Company,8-10
1226,6.2,4.42,739326740,9780739326749,en-US,756,3645,407,3/28/2006,Random House Large Print,8-10
1227,5.38,5.05,743275063,9780743275064,en-US,528,1192,143,5/3/2005,Atria Books,8-10
1228,5.87,3.39,1595540016,20049130001,eng,352,60,8,10/4/2004,Thomas Nelson,8-10
1229,5.43,6.48,1579510027,9781579510022,en-US,168,710,22,12/11/1997,Ronin Publishing (CA),8-10
1230,4.36,6.94,1400079179,9781400079179,eng,489,13934,1459,3/28/2006,Anchor,8-10
1231,4.71,3.6,739339788,9780739339787,eng,0,91,16,3/28/2006,Random House Audio,8-10
1232,4.09,6.24,8495618605,9788495618603,spa,557,3276,190,10/17/2003,Umbriel,8-10
1233,4.15,5.31,195307135,9780195307139,en-US,207,533,50,5/18/2006,Oxford University Press  USA,8-10
1234,5.64,7.32,074757362X,9780747573623,eng,480,3141,140,7/1/2008,Bloomsbury UK,8-10
1235,4.16,5.53,1932416595,9781932416596,eng,153,2636,302,9/13/2006,McSweeney's,8-10
1236,4.67,4.76,1932416242,9781932416244,eng,143,6828,621,11/30/2004,McSweeney's,8-10
1237,5.45,5.33,1573223565,9781573223560,eng,207,10066,341,10/7/2003,Riverhead Books,8-10
1238,4.77,5.12,753814412,9780753814413,eng,288,393,4,8/1/2001,Orion Publishing,8-10
1239,4.74,4.71,1573226882,9781573226882,eng,247,28830,1069,3/1/1998,Riverhead Books,8-10
1240,5.19,4.66,1573228214,9781573228213,en-US,323,827,101,3/1/2000,Riverhead Books,8-10
1241,5.94,4.71,141007338,9780141007335,eng,278,825,73,4/4/2002,Penguin,8-10
1242,5.07,4.68,670916668,9780670916665,eng,278,450,63,9/7/2006,Viking,8-10
1243,4.86,4.8,1596912316,9781596912311,eng,386,5723,695,3/6/2007,Bloomsbury Publishing PLC,8-10
1244,4.82,6.8,738511676,9780738511672,eng,128,2,0,3/17/2003,Arcadia Publishing,8-10
1245,4,6.06,082641477X,9780826414779,en-GB,96,900,48,5/20/2003,Bloomsbury Academic,8-10
1246,5.88,6.37,1401301010,9781401301019,en-US,465,327,46,10/6/2004,Hachette Books,8-10
1247,5.28,5.14,2226126260,9782226126269,fre,85,975,62,6/13/2001,Albin Michel,8-10
1248,5.07,6.16,9774248449,9789774248443,ara,349,122,12,3/15/2004,American University in Cairo Press,8-10
1249,4.69,3.18,142401757,9780142401750,eng,250,70043,3881,5/11/2004,Speak,8-10
1250,5.23,5.7,60094427,9780060094423,eng,432,327,7,10/31/2006,HarperTorch,10-13
1251,4.75,5.16,1568821573,9781568821573,eng,260,98,2,2/2/2008,Chaosium,10-13
1252,4.77,5.32,7109660,9780007109661,eng,375,1313,28,7/2/2001,HarperCollins Publishers Ltd,10-13
1253,5.22,5.67,60094419,9780060094416,eng,405,339,9,7/26/2005,HarperTorch,10-13
1254,5.7,3.85,1594480117,9781594480119,en-US,496,2218,172,8/3/2004,Riverhead Books,10-13
1255,5.06,5.48,61132381,9780061132384,eng,212,7205,825,5/23/2006,Harper,10-13
1256,5.14,3.71,679735259,9780679735250,eng,260,13108,795,8/6/1991,Vintage,10-13
1257,5.66,4.95,451216776,9780451216779,en-US,386,1291,100,10/4/2005,Signet,10-13
1258,5.9,3.82,609808346,9780609808344,eng,174,3472,30,9/4/2001,Three Rivers Press,10-13
1259,4.2,5.99,439944392,9780439944397,en-GB,32,57,14,5/7/2007,Alison Green Books,10-13
1260,6.12,4.6,590227165,9780590227162,en-US,48,27,7,10/1/1995,Scholastic  Inc.,10-13
1261,3.64,3.59,140298541,9780140298543,eng,336,1505,119,2/1/2001,Penguin Books (NY),10-13
1262,5.51,5.2,312426038,9780312426033,eng,507,643,61,9/5/2000,St. Martin's Press,10-13
1263,5.45,6.85,375703403,9780375703409,eng,542,9024,637,9/27/2005,Vintage,10-13
1264,4.88,5.65,312267177,9780312267179,en-US,344,4820,524,9/2/2000,Picador USA,10-13
1265,5.52,5.21,393322106,9780393322101,eng,336,3534,320,4/17/2001,W. W. Norton  Company,10-13
1266,5.6,6.58,60856262,9780060856267,eng,238,26524,2609,4/4/2006,Harper Perennial,10-13
1267,4.17,5.83,078617627X,9780786176274,eng,5,483,146,11/1/2005,Blackstone Audiobooks,10-13
1268,5.59,6.15,307350320,9780307350329,spa,160,4694,133,2/7/2006,Plaza y Janes,10-13
1269,5.09,5.11,006093266X,9780060932664,eng,288,838,51,1/8/2008,Harper Perennial Modern Classics,10-13
1270,3.81,4.44,143039431,9780143039433,eng,464,7044,639,3/28/2006,Penguin Classics,10-13
1271,3.16,4.57,764585967,9780764585968,eng,112,30,5,6/5/2000,Cliffs Notes,10-13
1272,6.64,4.86,582461537,9780582461536,eng,597,37,8,3/1/2001,Longman Schools Division (a Pearson Education Company),10-13
1273,5.01,5.62,60010606,9780060010607,eng,635,1211,169,6/1/2001,PerfectBound (HarperCollins),10-13
1274,4.45,4.78,1400065550,9781400065554,eng,399,1876,244,4/4/2006,Random House (NY),10-13
1275,4.47,5.23,747263744,9780747263746,eng,635,383045,15962,3/4/2005,Headline Review,10-13
1276,5.49,5.86,142004235,9780142004234,eng,601,3942,396,6/18/2002,Penguin Books,10-13
1277,5.29,3.6,753806797,9780753806791,eng,575,99,15,7/1/1999,Orion Publishing,10-13
1278,5.65,5.69,553116088,9780553116083,eng,691,83,18,1/1/1977,Bantam Books,10-13
1279,5.26,5.92,448437430,9780448437439,eng,112,679,116,12/29/2004,Grosset & Dunlap,10-13
1280,4.07,6.09,1412040558,9781412040556,en-US,615,9,0,10/6/2004,Trafford Publishing,10-13
1281,4.38,5.21,316907928,9780316907927,en-US,849,7981,307,5/4/2004,Back Bay Books,10-13
1282,4.76,5.63,1843543648,9781843543640,eng,229,175,9,1/1/2006,Atlantic,10-13
1283,5.13,4.86,1843541858,9781843541851,eng,295,1158,91,3/1/2005,Atlantic,10-13
1284,4.03,4.3,1843544857,9781843544852,en-GB,320,667,70,11/4/2006,Atlantic Books,10-13
1285,3.97,4.89,684848597,9780684848594,en-CA,272,6256,459,1/2/1998,Touchstone,10-13
1286,5.5,4.5,743243153,9780743243155,en-US,318,1314,98,2/4/2003,Touchstone,10-13
1287,5.49,4.89,1842055062,9781842055069,eng,189,5906,140,1/1/2004,Geddes & Grosset,10-13
1288,3.8,4.66,679642595,9780679642596,eng,641,1073,97,6/4/2002,Modern Library,10-13
1289,6.71,4.54,312421702,9780312421700,eng,270,33828,2237,4/1/2003,Picador USA,10-13
1290,3.54,6.52,689833768,9780689833762,en-US,80,109,13,4/1/2000,Atheneum Books for Young Readers,10-13
1291,5.42,4.77,033036734X,9780330367349,eng,422,965,49,11/18/1999,Picador  Macmillan Publishers Ltd,10-13
1292,5.86,5.14,142000213,9780142000212,en-US,64,1104,34,4/1/2001,Penguin Books,10-13
1293,3.3,5.64,8423671267,9788423671267,spa,279,5119,217,10/1/2005,Edebé,10-13
1294,5.22,4.78,1929229488,9781929229482,eng,199,3690,518,2/9/2006,AHA! Process,10-13
1295,4.77,4.59,61284386,9780061284380,spa,230,3602,325,11/21/2006,Rayo,10-13
1296,4.02,3.8,753819317,9780753819319,eng,403,1278,175,10/28/2004,Phoenix,10-13
1297,4.23,5.24,1932394699,9781932394696,eng,493,180,10,5/11/2006,Manning Publications,10-13
1298,6.64,4.83,440400341,9780440400349,eng,172,308,30,3/1/1985,Dell,10-13
1299,6.01,4.41,142402931,9780142402931,eng,324,60,9,1/13/2005,Firebird,10-13
1300,6.8,4.48,142500372,9780142500378,eng,304,2045,230,2/24/2003,Firebird,10-13
1301,5.17,3.77,60792175,9780060792176,eng,276,1764,191,8/23/2005,Harper Perennial,10-13
1302,4.51,4.92,141008253,9780141008257,eng,276,5210,522,6/5/2003,Penguin Group,10-13
1303,5.1,4.36,618711651,9780618711659,eng,326,335477,19241,4/4/2006,Mariner Books,10-13
1304,5.82,4.7,60894083,9780060894085,eng,344,20695,714,5/30/2006,Harper Perennial,10-13
1305,5.28,6.3,879697121,9780879697129,en-US,692,63,3,8/16/2004,Cold Spring Harbor Laboratory Press,10-13
1306,5.5,3.62,345433742,9780345433749,eng,392,272,23,6/28/2005,Ballantine Books,10-13
1307,4.91,4.27,786886323,9780786886326,eng,483,11095,880,9/18/2002,Hyperion,10-13
1308,4.84,5.26,689861133,9780689861130,eng,14,28925,527,9/6/2004,Simon & Schuster Childrens Books,10-13
1309,5.25,4.82,743461517,9780743461511,eng,30,348,33,6/1/2003,Pocket Books,10-13
1310,4.03,4.31,689845073,9780689845079,eng,40,7823,250,8/8/2006,Atheneum Books for Young Readers,10-13
1311,5.52,5.32,2743604913,9782743604912,fre,482,6441,492,6/1/1999,Rivages,10-13
1312,5.88,5.22,689842198,9780689842191,eng,32,161,41,7/1/2002,Atheneum/Richard Jackson Books,10-13
1313,5.05,5.77,822002965,9780822002963,eng,48,37,1,12/31/1975,Cliffs Notes,10-13
1314,5.05,5.05,99477319,9780099477310,eng,519,5517,452,10/6/1994,Vintage,10-13
1315,3.54,5.86,520204956,9780520204959,eng,367,3730,142,10/1/1998,University of California Press,10-13
1316,5.92,5.07,743297261,9780743297264,en-US,224,606,45,4/5/2006,Atria Books,10-13
1317,4.52,5.5,3462031953,9783462031959,ger,119,11,1,8/1/2002,Kiepenheuer & Witsch,10-13
1318,5.42,4.99,684843323,9780684843322,eng,650,30081,649,8/3/1998,Scribner,10-13
1319,6.47,4.99,1565124820,9781565124820,eng,97,132,24,10/13/2006,Algonquin Books,10-13
1320,5.65,4.75,99481561,9780099481560,en-GB,490,162,7,5/5/2005,Vintage Classics,10-13
1321,4.78,4.26,99285045,9780099285045,eng,192,82993,4808,9/6/2012,Vintage,10-13
1322,5.88,4.82,743253426,9780743253420,eng,448,11265,471,7/22/2003,Scribner,10-13
1323,5.15,5.41,99449234,9780099449232,eng,247,186,24,11/4/2004,Vintage,10-13
1324,3.77,5.11,684837862,9780684837864,en-US,464,219,21,7/25/2002,Scribner Classics,10-13
1325,6.45,6.53,1561643424,9781561643424,eng,185,45,9,1/1/2005,Pineapple Press,10-13
1326,3.79,4.71,694524980,9780694524983,en-US,4,43,6,5/8/2001,Caedmon,10-13
1327,6.42,5.28,552773123,9780552773126,eng,928,198,33,8/1/2006,Black Swan,10-13
1328,4.88,5.47,345458265,9780345458261,eng,208,1841,112,12/3/2002,Ballantine Books,10-13
1329,5.02,5.46,345463153,9780345463159,eng,368,25257,977,4/29/2003,Fawcett Books,10-13
1330,4.03,7,034541800X,9780345418005,eng,272,10479,251,6/23/1997,Ballantine Books,10-13
1331,4.65,6.11,345417984,9780345417985,eng,304,8896,217,6/23/1997,Ballantine Books,10-13
1332,4.82,4.55,345417968,9780345417961,en-US,176,11346,280,6/23/1997,Ballantine Books,10-13
1333,4.22,4.61,684842505,9780684842509,eng,800,12039,164,4/15/1998,Scribner,10-13
1334,5.2,5.08,684801531,9780684801537,eng,528,186,13,5/3/1995,Scribner,10-13
1335,5.19,6.85,1570031460,9781570031465,eng,203,8,1,9/1/1996,University of South Carolina Press,10-13
1336,5,3.74,873515129,9780873515122,en-US,328,100,11,9/24/2004,Minnesota Historical Society Press,10-13
1337,5.87,4.45,141183594,9780141183596,en-GB,400,1354,140,6/28/2001,Penguin Classics,10-13
1338,4.95,5.57,140771972,9780140771978,eng,144,557,28,11/25/2003,Penguin Global,10-13
1339,4.09,4.23,60098910,9780060098919,eng,6,258,58,10/1/2002,Caedmon,10-13
1340,5.14,6.19,1572702567,9781572702561,eng,4,63,13,3/13/2002,Audio Partners,10-13
1341,6.43,4.53,764586017,9780764586019,eng,96,78,13,6/5/2000,Cliffs Notes,10-13
1342,5.82,4.04,140620184,9780140620184,eng,188,2729,245,1/13/1994,Penguin Books,10-13
1343,5.26,4.75,312426453,9780312426453,eng,208,1750,228,11/14/2006,Picador,10-13
1344,5.31,4.71,446612626,9780446612623,eng,553,5073,222,11/1/2003,Warner Vision,10-13
1345,2.88,4.01,446604402,9780446604406,eng,817,3655,162,9/1/1997,Grand Central Publishing,10-13
1346,6.68,4.02,446608602,9780446608602,eng,528,5163,179,12/1/2000,Warner Books (NY),10-13
1347,4.79,5.66,446673781,9780446673785,eng,288,6093,447,9/1/1997,Warner Books (NY),10-13
1348,5.81,6.56,031242373X,9780312423735,eng,176,506,50,8/1/2004,St. Martins Press-3PL,10-13
1349,4.94,4.69,751503894,9780751503890,eng,720,23114,1175,7/1/2001,Little  Brown Book Group,10-13
1350,5.29,4.16,451187261,9780451187260,eng,448,2680,142,5/1/1997,Signet,10-13
1351,4.92,5.99,449214540,9780449214541,eng,448,921,44,8/12/1987,Fawcett,10-13
1352,5.88,5.57,312300530,9780312300531,eng,352,4360,189,8/15/2000,St. Martin's Griffin,10-13
1353,4.6,5.41,974016713,9780974016719,eng,81,69,8,1/1/2003,Tougher Disguises,10-13
1354,5.84,5.17,849654642X,9788496546424,spa,768,493,24,6/30/2006,Zeta Bolsillo,10-13
1355,4.76,5.09,307275698,9780307275691,eng,60,418,37,4/11/2006,Vintage,10-13
1356,5.89,4.98,000664600X,9780006646006,eng,32,1,0,7/1/2002,HarperCollins UK,10-13
1357,4.76,5.35,195024923,9780195024920,spa,520,83,14,2/19/1978,Oxford University Press  USA,10-13
1358,4.41,5.47,1589802543,9781589802544,eng,224,549,80,3/31/2005,Pelican Publishing,10-13
1359,4.29,3.61,521890470,9780521890472,eng,214,41,4,4/25/2002,Cambridge University Press,10-13
1360,6.16,5.46,1553650433,9781553650430,eng,144,332,9,5/10/2004,Douglas  McIntyre,10-13
1361,4.2,6,1550549170,9781550549171,en-US,144,893,34,7/1/2002,Douglas  McIntyre,10-13
1362,5.77,4.9,019518999X,9780195189995,eng,272,91,11,10/15/2005,Oxford University Press  USA,10-13
1363,5.13,5.73,1568580398,9781568580395,eng,256,20,2,10/17/1995,Running Press,10-13
1364,4.79,5.1,809447967,9780809447961,eng,175,16,1,9/1/1993,Time-Life Books  Inc.,10-13
1365,4.76,4.14,345420691,9780345420695,eng,166,11,0,3/24/1998,Del Rey,10-13
1366,4.27,5.5,684844079,9780684844077,en-US,400,55,5,8/27/2002,Free Press,10-13
1367,5.69,6.62,345431103,9780345431103,eng,150,259,9,4/21/1999,Del Rey Books,10-13
1368,5.14,4.85,806127945,9780806127941,eng,224,383,19,10/15/1995,University of Oklahoma Press,10-13
1369,5.41,3.55,143039482,9780143039488,eng,336,32091,1517,8/26/2008,Penguin Classics,10-13
1370,4.55,5.42,014200068X,9780142000687,eng,181,96408,3909,2/5/2002,Penguin Books,10-13
1371,5.15,4.57,1883011159,9781883011154,eng,1088,884,25,9/1/1996,Library of America,10-13
1372,5.31,4.9,141185112,9780141185118,en-GB,154,438,38,9/7/2000,Penguin Classics,10-13
1373,5.02,4.34,141186070,9780141186078,eng,288,3427,276,1/18/2001,Penguin Books Ltd,10-13
1374,4.89,4.03,802775934,9780802775931,eng,224,179,20,10/1/2003,Walker Books,10-13
1375,5.25,6.05,802714625,9780802714626,eng,192,47453,1865,10/1/2005,Walker Books,10-13
1376,5.78,4.12,516277650,9780516277653,eng,32,1,0,9/1/2003,Children's Press(CT),10-13
1377,5.68,6.1,964432900,9780964432901,eng,437,10,2,10/1/1996,Collection of Historical Scientific Instruments,10-13
1378,6.61,6.75,006054094X,9780060540944,eng,650,11751,893,1/1/2004,Harper Perennial (NYC),10-13
1379,5.23,5.97,373764219,9780373764211,eng,192,20,1,1/25/2002,Silhouette Desire,10-13
1380,4.63,3.44,670037605,9780670037605,eng,461,31384,2255,5/9/2006,Viking,10-13
1381,5.83,5.11,874850916,9780874850918,eng,796,6,2,10/23/2003,Johnson Publishing Company (IL),10-13
1382,4.58,5.64,140072144,9780140072143,en-US,70,26,1,5/1/1984,Penguin Books,10-13
1383,5.85,5.55,679783482,9780679783480,eng,398,11418,743,10/10/2006,Random House Trade,10-13
1384,4.06,3.89,330267140,9780330267144,eng,463,364,46,4/8/1982,Picador,10-13
1385,4.74,4.06,670886580,9780670886586,eng,224,22378,1613,8/27/1999,Viking Children's Books,10-13
1386,4.71,4.36,99421860,9780099421863,eng,272,6711,354,9/5/2002,Vintage,10-13
1387,4.55,5.77,735619670,9780735619678,en-US,914,7059,326,6/19/2004,Microsoft Press,10-13
1388,5.34,5.08,1578660394,9781578660391,eng,538,111,6,6/15/1998,Galahad Books,10-13
1389,4.25,4.98,671035975,9780671035976,eng,358,61639,1607,10/5/2004,Gallery Books,10-13
1390,4.88,5.36,671708260,9780671708269,eng,224,1907,121,1/2/1990,Pocket Books,10-13
1391,4.89,5.37,671519980,9780671519988,eng,256,3713,103,5/1/1995,Pocket Books,10-13
1392,5.21,5.33,465016901,9780465016907,eng,144,12436,619,7/22/2008,Basic Books,10-13
1393,5.63,5.12,046501691X,9780465016914,en-US,118,97,10,6/1/1983,Basic Books,10-13
1394,5.42,4.15,91883768,9780091883768,eng,96,311436,8421,2/7/2002,Vermilion,10-13
1395,4.77,5.4,1591396190,9781591396192,eng,240,46064,871,2/1/2005,Harvard Business Review Press,10-13
1396,3.24,5.54,1892295490,9781892295491,eng,188,321078,8423,10/1/2003,Green Integer,10-13
1397,5.33,4.79,192801724,9780192801722,eng,225,3761,177,9/25/2003,Oxford University Press,10-13
1398,5.94,3.49,159224646X,9781592246465,eng,132,92,11,5/1/2003,Wildside Press,10-13
1399,3.61,5.64,743243781,9780743243780,eng,272,26508,2019,9/19/2006,Scribner,10-13
1400,5.21,4.08,7718721,9780007718726,eng,224,711,64,12/17/1998,Simon & Schuster,13-16
1401,4.15,4.13,140621334,9780140621334,eng,185,38313,2811,10/1/1994,Penguin Books,13-16
1402,4.68,4.28,486451100,9780486451107,eng,144,213,32,6/16/2006,Dover Publications,13-16
1403,3.85,6.8,1904919529,9781904919520,eng,272,52,8,3/1/2005,Collectors Library,13-16
1404,4.54,4.77,141441216,9780141441214,eng,178,786,125,3/25/2004,Penguin Classics,13-16
1405,3.75,4.09,140437509,9780140437508,en-US,400,2318,182,11/25/1999,Penguin Classics,13-16
1406,4.87,5.53,1400079276,9781400079278,eng,467,225397,12452,1/3/2006,Vintage International,13-16
1407,4.21,5.93,451527348,9780451527349,eng,736,983,91,6/1/1999,Signet Classics,13-16
1408,5.31,5.97,374528373,9780374528379,eng,796,191531,6795,6/14/2002,Farrar  Straus and Giroux,13-16
1409,5.2,5.33,140449248,9780140449242,eng,1013,1673,184,2/27/2003,Penguin Books Ltd,13-16
1410,5.06,5.08,679729259,9780679729259,eng,796,617,80,9/3/1991,Vintage Books USA,13-16
1411,4.07,4.06,1596440791,9781596440791,eng,16,20,2,5/1/2005,Hovel Audio,13-16
1412,6.7,4.09,159308045X,9781593080457,eng,720,1089,202,7/25/2004,Barnes  Noble Classics,13-16
1413,4.04,7.03,764538136,9780764538131,en-GB,96,4,0,1/10/2003,Cliffs Notes,13-16
1414,6.3,6.43,1580086810,9781580086813,eng,288,1455,193,10/1/2005,Material World,13-16
1415,5.62,4.21,399226907,9780399226908,eng,13,3945,262,3/23/1994,Philomel Books,13-16
1416,4.56,3.57,859533301,9780859533300,en-US,32,65,10,9/1/1996,Child's Play International,13-16
1417,6.11,5.84,395971233,9780395971239,en-US,32,2114,166,9/27/1999,HMH Books for Young Readers,13-16
1418,5.79,4.16,061871166X,9780618711666,eng,333,11838,815,6/7/2006,Mariner Books,13-16
1419,4.04,5.5,452270839,9780452270831,eng,224,749,46,9/1/1993,Plume,13-16
1420,6.26,4.74,1932416641,9781932416640,eng,475,65767,6203,10/18/2006,McSweeney's,13-16
1421,5.67,5.26,375725784,9780375725784,eng,485,157572,8463,2/13/2001,Vintage,13-16
1422,5.95,6.23,1400033543,9781400033546,eng,401,25811,1463,7/1/2003,Vintage,13-16
1423,7.22,4.78,1400095565,9781400095568,eng,224,12007,659,10/11/2005,Vintage,13-16
1424,5.59,4.43,1932416137,9781932416138,eng,218,488,38,10/13/2004,McSweeney's,13-16
1425,5.63,4.71,439635772,9780439635776,eng,32,20,3,10/1/2004,Scholastic,13-16
1426,4.59,4.81,809166585,9780809166589,eng,32,4,0,12/3/2005,Paulist Press,13-16
1427,4.27,5.84,142001430,9780142001431,eng,358,120736,8549,4/30/2002,Penguin Books,13-16
1428,4.56,4.42,553804766,9780553804768,en-US,224,55,9,9/26/2006,Bantam Books,13-16
1429,5.48,5.75,141651693X,9781416516934,eng,931,127168,2801,2/1/2006,Pocket Books,13-16
1430,5.2,4.08,081297736X,9780812977363,eng,160,34339,2061,1/16/2007,Random House Trade Paperbacks,13-16
1431,3.9,4.83,385333846,9780385333849,eng,275,1001671,19056,1/12/1999,Dial Press,13-16
1432,5.73,4.09,791071685,9780791071687,eng,258,28254,196,12/19/2002,Chelsea House Publications,13-16
1433,3.59,6.58,743422007,9780743422000,eng,80,12754,558,5/22/2001,Washington Square Press,13-16
1434,3.27,4.72,385333900,9780385333900,eng,310,17881,593,1/12/1999,Dial Press Trade Paperback,13-16
1435,3.49,4.19,425134067,9780425134061,en-US,240,3183,115,9/1/1992,Berkley,13-16
1436,3.65,5.84,312353766,9780312353766,eng,336,470858,15859,11/1/2005,St. Martin's Press,13-16
1437,4.14,4.72,827230281,9780827230286,eng,100,181,16,7/1/2006,Chalice Press,13-16
1438,4.53,4.59,826415741,9780826415745,eng,88,440,55,9/7/2004,Bloomsbury Academic,13-16
1439,5.26,4.5,2070417948,9782070417940,fre,313,618,38,3/16/2002,Gallimard,13-16
1440,5.48,5.72,674023854,9780674023857,eng,776,2583,183,9/29/2006,Belknap Press of Harvard University Press,13-16
1441,6.29,5.27,786918144,9780786918140,eng,397,878,9,3/1/2001,Wizards of the Coast,13-16
1442,5.79,4.86,670886955,9780670886951,eng,489,244,17,1/1/2002,Viking Books,13-16
1443,4.09,6.65,8466313591,9788466313599,spa,411,50,5,10/1/2004,Punto de Lectura,13-16
1444,4.46,5.77,1400076196,9781400076192,eng,289,52576,3332,4/11/2006,Anchor,13-16
1445,4.33,3.77,068987409X,9780689874093,en-US,32,34,10,9/1/2004,Atheneum Books for Young Readers,13-16
1446,4.92,4.81,330332651,9780330332651,eng,596,154,12,2/19/1999,MacMillan General Books,13-16
1447,3.74,5.68,451208706,9780451208705,eng,320,16057,663,6/3/2003,NAL,13-16
